Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
ADRA1B	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Alpha-1B adrenoceptor)	receptor	WP4424: G alpha (q) signaling events; WP2877: Vitamin D receptor pathway; WP1403: AMP-activated protein kinase signaling; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like; WP4426: G alpha (12/13) signaling events	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA1D	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a)	receptor	WP4424: G alpha (q) signaling events; WP117: GPCRs, other; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like; WP4426: G alpha (12/13) signaling events	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA1D	Alpha-1D adrenergic receptor (Alpha-1A adrenergic receptor) (Alpha-1D adrenoreceptor) (Alpha-1D adrenoceptor) (Alpha-adrenergic receptor 1a)	receptor	WP4424: G alpha (q) signaling events; WP117: GPCRs, other; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like; WP4426: G alpha (12/13) signaling events	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2A	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetaChatDB; MetalinkDB
ADRA2A	Alpha-2A adrenergic receptor (Alpha-2 adrenergic receptor subtype C10) (Alpha-2A adrenoreceptor) (Alpha-2A adrenoceptor) (Alpha-2AAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2B	Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2B	Alpha-2B adrenergic receptor (Alpha-2 adrenergic receptor subtype C2) (Alpha-2B adrenoreceptor) (Alpha-2B adrenoceptor) (Alpha-2BAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2C	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2C	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRA2C	Alpha-2C adrenergic receptor (Alpha-2 adrenergic receptor subtype C4) (Alpha-2C adrenoreceptor) (Alpha-2C adrenoceptor) (Alpha-2CAR)	receptor	WP4422: G alpha (z) signaling events; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	10336518	MetalinkDB
ADRB1	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like; WP2197: Endothelin pathways	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRB1	Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like; WP2197: Endothelin pathways	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRB2	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	receptor	WP3888: VEGFA-VEGFR2 signaling; WP117: GPCRs, other; WP2877: Vitamin D receptor pathway; WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRB2	Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor)	receptor	WP3888: VEGFA-VEGFR2 signaling; WP117: GPCRs, other; WP2877: Vitamin D receptor pathway; WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
ADRB3	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like; WP4746: Thyroid hormones production and peripheral downstream signaling effects	HMDB0000068	Epinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor	Mebocost
ADRB3	Beta-3 adrenergic receptor (Beta-3 adrenoreceptor) (Beta-3 adrenoceptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like; WP4746: Thyroid hormones production and peripheral downstream signaling effects	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Adrenergic_receptor;	Mebocost; MetalinkDB
AHR	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	receptor	WP3594: Circadian rhythm genes; WP5044: Kynurenine pathway and links to cell senescence; WP5130: Th17 cell differentiation pathway; WP3893: Development and heterogeneity of the ILC family; WP4108: Aryl hydrocarbon receptor signaling; WP2586: Aryl hydrocarbon receptor pathway; WP3869: Cannabinoid receptor signaling; WP5088: Prostaglandin signaling; WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2797: Regulation of lipid metabolism by PPARalpha	HMDB0002302	Indole-3-propionic acid	Organoheterocyclic compounds		Blood,Feces,Saliva,Urine	39825207	MetaChatDB
AHR	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	receptor	WP3594: Circadian rhythm genes; WP5044: Kynurenine pathway and links to cell senescence; WP5130: Th17 cell differentiation pathway; WP3893: Development and heterogeneity of the ILC family; WP4108: Aryl hydrocarbon receptor signaling; WP2586: Aryl hydrocarbon receptor pathway; WP3869: Cannabinoid receptor signaling; WP5088: Prostaglandin signaling; WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2797: Regulation of lipid metabolism by PPARalpha	HMDB0000684	L-Kynurenine	Organic oxygen compounds	Tryptophan metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	37344101	MetaChatDB
AMN	Protein amnionless [Cleaved into: Soluble protein amnionless]	transporter		HMDB0002086	Adenosylcobalamin	Organoheterocyclic compounds	Propanoate metabolism; Valine, leucine and isoleucine degradation		Recon2	Mebocost
APOA4	Apolipoprotein A-IV (Apo-AIV) (ApoA-IV) (Apolipoprotein A4)	transporter		HMDB0000277	Sphingosine 1-phosphate	Lipids and lipid-like molecules	Starch and sucrose metabolism	Blood	31462513	MetaChatDB
APOM	Apolipoprotein M (Apo-M) (ApoM) (Protein G3a)	transporter		HMDB0000277	Sphingosine 1-phosphate	Lipids and lipid-like molecules	Starch and sucrose metabolism	Blood	31462513; 32544390	MetaChatDB
AQP3	Aquaporin-3 (AQP-3) (Aquaglyceroporin-3)	transporter	WP2662: Vasopressin regulates renal water homeostasis via aquaporins; WP5085: Vasopressin-regulated water reabsorption	HMDB0000131	Glycerol	Organic oxygen compounds	Galactose Metabolism; Glycerolipid Metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine	32213983	Mebocost
AQP3	Aquaporin-3 (AQP-3) (Aquaglyceroporin-3)	transporter	WP2662: Vasopressin regulates renal water homeostasis via aquaporins; WP5085: Vasopressin-regulated water reabsorption	HMDB0003125	Hydrogen peroxide	Homogeneous non-metal compounds	Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Caffeine Metabolism; D-Arginine and D-Ornithine Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Purine metabolism; Riboflavin Metabolism; Sulfur metabolism; Tryptophan metabolism; Tyrosine metabolism; Valine, leucine and isoleucine degradation; Vitamin B6 Metabolism; beta-Alanine metabolism	Blood,Urine	20724658	MetaChatDB
AQP5	Aquaporin-5 (AQP-5)	transporter		HMDB0003125	Hydrogen peroxide	Homogeneous non-metal compounds	Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Caffeine Metabolism; D-Arginine and D-Ornithine Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Purine metabolism; Riboflavin Metabolism; Sulfur metabolism; Tryptophan metabolism; Tyrosine metabolism; Valine, leucine and isoleucine degradation; Vitamin B6 Metabolism; beta-Alanine metabolism	Blood,Urine	40244097	MetaChatDB
AQP8	Aquaporin-8 (AQP-8)	transporter		HMDB0003125	Hydrogen peroxide	Homogeneous non-metal compounds	Arachidonic Acid Metabolism; Arginine and proline metabolism; Aspartate Metabolism; Caffeine Metabolism; D-Arginine and D-Ornithine Metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Methionine Metabolism; Nicotinate and nicotinamide metabolism; Phenylalanine and Tyrosine Metabolism; Porphyrin Metabolism; Purine metabolism; Riboflavin Metabolism; Sulfur metabolism; Tryptophan metabolism; Tyrosine metabolism; Valine, leucine and isoleucine degradation; Vitamin B6 Metabolism; beta-Alanine metabolism	Blood,Urine	27862460	MetaChatDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0000234	Testosterone	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Urine	https://en.wikipedia.org/wiki/Androgen_receptor;	Mebocost; MetaChatDB; MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0000899	Androstanedione	Lipids and lipid-like molecules		Blood	12573822	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0002961	Dihydrotestosterone	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	https://en.wikipedia.org/wiki/Androgen_receptor;	Mebocost; MetaChatDB; MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0003818	5-Androstenediol	Lipids and lipid-like molecules		Feces	9736693	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0005849	4-Androstenediol	Lipids and lipid-like molecules		Blood	14744796; 10.1136/esmoopen-2018-EACR25.699	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0006770	5b-Dihydrotestosterone	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism		14576152; 25619691	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0000031	Androsterone	Lipids and lipid-like molecules		Blood,Cerebrospinal Fluid (CSF),Urine	21303972; 24861263; 12647261	Mebocost
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0001830	Progesterone	Lipids and lipid-like molecules	Steroidogenesis	Blood,Cerebrospinal Fluid (CSF),Urine	36445513	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0014998	Prednisolone	Lipids and lipid-like molecules		Blood,Urine	35046557	MetalinkDB
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0000077	Dehydroepiandrosterone	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Urine	21303972; 24861263; 12647261	Mebocost
AR	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	receptor	WP5434: Cancer pathways; WP4058: HSP90 chaperone cycle for steroid hormone receptors (SHR); WP138: Androgen receptor signaling; WP170: Nuclear receptors	HMDB0000053	Androstenedione	Lipids and lipid-like molecules	Androgen and Estrogen Metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	16524719; 28457967; 12647261; 20534728; 24861263; 23856005; 18645714; 23258647;	Mebocost; MetalinkDB
ATP13A2	Polyamine-transporting ATPase 13A2 (EC 7.6.2.-)	transporter		HMDB0001256	Spermine	Organic nitrogen compounds		Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	33229544	MetaChatDB
