,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
362,HMDB0000148,Slc3a2,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4313: Ferroptosis; WP4917: Proximal tubule transport; WP5029: Amino acid transport defects (IEMs); WP5087: Pleural mesothelioma",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
363,HMDB0000148,Gipr,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP334: GPCRs, class B secretin-like",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
364,HMDB0000148,Slc1a2,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2447: Amyotrophic lateral sclerosis (ALS); WP5083: Neuroinflammation and glutamatergic signaling; WP5094: Orexin receptor pathway; WP5314: Lactate shuttle in glial cells; WP5417: Cell lineage map for neuronal differentiation,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
365,HMDB0000148,Grik2,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP4148: Splicing factor NOVA regulated synaptic proteins; WP5083: Neuroinflammation and glutamatergic signaling; WP5345: 1p36 copy number variation syndrome,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
366,HMDB0000148,Gria2,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2636: Common pathways underlying drug addiction; WP4549: Fragile X syndrome; WP4760: PKC-gamma calcium signaling pathway in ataxia; WP5083: Neuroinflammation and glutamatergic signaling; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
367,HMDB0000148,Grm8,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP117: GPCRs, other; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
368,HMDB0000148,Grm4,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
369,HMDB0000148,Slc1a5,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP3945: TYROBP causal network in microglia; WP3953: mRNA, protein, and metabolite inducation pathway by cyclosporin A; WP4290: Metabolic reprogramming in colon cancer; WP4313: Ferroptosis; WP5213: Amino acid metabolism in triple-negative breast cancer cells; WP5220: Metabolic reprogramming in pancreatic cancer; WP5312: Metabolic pathways of fibroblasts; WP5355: Metabolic Epileptic Disorders",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
370,HMDB0000148,Grm3,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP4685: Melanoma; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
371,HMDB0000148,Grin2a,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2059: Alzheimer's disease and miRNA effects; WP2636: Common pathways underlying drug addiction; WP3591: Sleep regulation; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4288: MTHFR deficiency; WP4312: Rett syndrome; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4685: Melanoma; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
372,HMDB0000148,Grik1,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP5083: Neuroinflammation and glutamatergic signaling,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
373,HMDB0000148,Gria3,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2636: Common pathways underlying drug addiction; WP3584: MECP2 and associated Rett syndrome; WP4760: PKC-gamma calcium signaling pathway in ataxia; WP5083: Neuroinflammation and glutamatergic signaling; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
374,HMDB0000148,Grm5,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP2636: Common pathways underlying drug addiction; WP4224: Purine metabolism and related disorders; WP4549: Fragile X syndrome; WP4698: Vitamin D-sensitive calcium signaling in depression; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5408: 15q25 copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
375,HMDB0000148,Grin1,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2059: Alzheimer's disease and miRNA effects; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2431: Spinal cord injury; WP2636: Common pathways underlying drug addiction; WP3584: MECP2 and associated Rett syndrome; WP3676: BDNF-TrkB signaling; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4148: Splicing factor NOVA regulated synaptic proteins; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4288: MTHFR deficiency; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5380: 5q35 copy number variation; WP5398: NRXN1 deletion syndrome; WP5417: Cell lineage map for neuronal differentiation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
376,HMDB0000148,Grm1,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation","WP117: GPCRs, other; WP2636: Common pathways underlying drug addiction; WP3853: ERK pathway in Huntington's disease; WP3947: Serotonin and anxiety; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4760: PKC-gamma calcium signaling pathway in ataxia; WP4875: Disruption of postsynaptic signaling by CNV; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5408: 15q25 copy number variation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
377,HMDB0000148,Grid2,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
378,HMDB0000148,Grid1,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP3584: MECP2 and associated Rett syndrome; WP5402: 10q22q23 copy number variation,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
379,HMDB0000148,Gria4,"Alanine, aspartate and glutamate metabolism; Amino sugar metabolism; Arachidonic acid metabolism; Arginine and proline metabolism; Aspartate metabolism; Beta-alanine metabolism; Cysteine metabolism; Glutamate metabolism; Glutathione metabolism; Glycine, serine and threonine metabolism; Histidine metabolism; Lysine degradation; Nicotinate and nicotinamide metabolism; Nitrogen metabolism; One carbon pool by folate; Phenylalanine and tyrosine metabolism; Propanoate metabolism; Purine metabolism; Tryptophan metabolism; Tyrosine metabolism; Urea cycle; Valine, leucine and isoleucine degradation",WP2636: Common pathways underlying drug addiction; WP3584: MECP2 and associated Rett syndrome; WP4760: PKC-gamma calcium signaling pathway in ataxia; WP5083: Neuroinflammation and glutamatergic signaling; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,L-Glutamic acid,"Blood,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
