,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
234,HMDB0000131,CYTH3,Galactose metabolism; Glycerolipid metabolism,WP481: Insulin signaling; WP5224: 2q37 copy number variation syndrome,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
235,HMDB0000131,TIRAP,Galactose metabolism; Glycerolipid metabolism,WP2324: AGE/RAGE pathway; WP3851: TLR4 signaling and tolerance; WP3858: Toll-like receptor signaling related to MyD88; WP4136: Fibrin complement receptor 3 signaling pathway; WP4666: Hepatitis B infection; WP75: Toll-like receptor signaling pathway,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
236,HMDB0000131,ADGRB3,Galactose metabolism; Glycerolipid metabolism,,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
237,HMDB0000131,NPHS1,Galactose metabolism; Glycerolipid metabolism,WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP4758: Nephrotic syndrome; WP4823: Genes controlling nephrogenesis; WP5236: Markers of kidney cell lineage,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
238,HMDB0000131,CD22,Galactose metabolism; Glycerolipid metabolism,WP23: B cell receptor signaling pathway; WP5078: T cell modulation in pancreatic cancer; WP5092: Interactions of natural killer cells in pancreatic cancer; WP5115: Network map of SARS-CoV-2 signaling pathway; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
239,HMDB0000131,AGER,Galactose metabolism; Glycerolipid metabolism,WP2059: Alzheimer's disease and miRNA effects; WP2324: AGE/RAGE pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP4478: LTF danger signal response pathway; WP4479: Supression of HMGB1 mediated inflammation by THBD; WP5087: Pleural mesothelioma; WP5124: Alzheimer's disease; WP5283: Chronic hyperglycemia impairment of neuron function; WP5331: Autophagy in pancreatic ductal adenocarcinoma,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
240,HMDB0000131,GRIK1,Galactose metabolism; Glycerolipid metabolism,WP5083: Neuroinflammation and glutamatergic signaling,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
241,HMDB0000131,NR3C1,Galactose metabolism; Glycerolipid metabolism,WP170: Nuclear receptors; WP236: Adipogenesis; WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2840: Hair follicle development: cytodifferentiation - part 3 of 3; WP2853: Endoderm differentiation; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3599: Transcription factor regulation in adipogenesis; WP4149: White fat cell differentiation; WP4482: Vitamin D in inflammatory diseases; WP4949: 16p11.2 proximal deletion syndrome; WP5426: HDAC6 interactions in the central nervous system; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP734: Serotonin receptor 4/6/7 and NR3C signaling,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
242,HMDB0000131,LAIR1,Galactose metabolism; Glycerolipid metabolism,,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
243,HMDB0000131,ESR1,Galactose metabolism; Glycerolipid metabolism,"WP170: Nuclear receptors; WP2034: Leptin signaling pathway; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP4262: Breast cancer pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4545: Oxysterols derived from cholesterol; WP4673: Male infertility; WP4949: 16p11.2 proximal deletion syndrome; WP5235: Estradiol regulation in porto-sinusoidal vascular disease; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5345: 1p36 copy number variation syndrome; WP5368: Sulfatase and aromatase pathway; WP5434: Pathways in cancer; WP712: Estrogen signaling pathway",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
244,HMDB0000131,NCOA1,Galactose metabolism; Glycerolipid metabolism,WP138: Androgen receptor signaling pathway; WP1541: Energy metabolism; WP2034: Leptin signaling pathway; WP236: Adipogenesis; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP364: IL6 signaling pathway; WP4262: Breast cancer pathway; WP5434: Pathways in cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
245,HMDB0000131,IZUMO1R,Galactose metabolism; Glycerolipid metabolism,WP176: Folate metabolism,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
246,HMDB0000131,EPHA8,Galactose metabolism; Glycerolipid metabolism,,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
247,HMDB0000131,LGR4,Galactose metabolism; Glycerolipid metabolism,WP3594: Circadian rhythm genes,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
248,HMDB0000131,GRM7,Galactose metabolism; Glycerolipid metabolism,"WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
249,HMDB0000131,CNR1,Galactose metabolism; Glycerolipid metabolism,"WP117: GPCRs, other; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP247: Small ligand GPCRs; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP3869: Cannabinoid receptor signaling; WP4321: Thermogenesis; WP4549: Fragile X syndrome; WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
250,HMDB0000131,IL7R,Galactose metabolism; Glycerolipid metabolism,WP205: IL-7 signaling pathway; WP2203: Thymic stromal lymphopoietin (TSLP) signaling pathway; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5063: FOXP3 in COVID-19; WP5434: Pathways in cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
251,HMDB0000131,GRIN2A,Galactose metabolism; Glycerolipid metabolism,WP2059: Alzheimer's disease and miRNA effects; WP2636: Common pathways underlying drug addiction; WP3591: Sleep regulation; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4288: MTHFR deficiency; WP4312: Rett syndrome; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4685: Melanoma; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
252,HMDB0000131,CRHR2,Galactose metabolism; Glycerolipid metabolism,"WP2355: Corticotropin-releasing hormone signaling pathway; WP334: GPCRs, class B secretin-like",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
253,HMDB0000131,NR4A1,Galactose metabolism; Glycerolipid metabolism,WP170: Nuclear receptors; WP2355: Corticotropin-releasing hormone signaling pathway; WP2431: Spinal cord injury; WP382: MAPK signaling pathway; WP3888: VEGFA-VEGFR2 signaling; WP5142: Calcium mediated T-cell apoptosis involved in inclusion body myositis,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
254,HMDB0000131,NISCH,Galactose metabolism; Glycerolipid metabolism,,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
255,HMDB0000131,EPOR,Galactose metabolism; Glycerolipid metabolism,WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP5358: JAK-STAT signaling in the regulation of beta cells; WP5434: Pathways in cancer; WP581: EPO receptor signaling,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
256,HMDB0000131,SELL,Galactose metabolism; Glycerolipid metabolism,WP2806: Complement system; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
257,HMDB0000131,CHRM1,Galactose metabolism; Glycerolipid metabolism,"WP2597: Secretion of hydrochloric acid in parietal cells; WP3594: Circadian rhythm genes; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP455: GPCRs, class A rhodopsin-like; WP4698: Vitamin D-sensitive calcium signaling in depression; WP51: Regulation of actin cytoskeleton; WP536: Calcium regulation in cardiac cells; WP5360: KCNQ2-related epilepsies; WP58: Monoamine GPCRs",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
258,HMDB0000131,MTNR1A,Galactose metabolism; Glycerolipid metabolism,"WP247: Small ligand GPCRs; WP3298: Melatonin metabolism and effects; WP3594: Circadian rhythm genes; WP455: GPCRs, class A rhodopsin-like",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
259,HMDB0000131,IL2RG,Galactose metabolism; Glycerolipid metabolism,WP205: IL-7 signaling pathway; WP22: IL-9 signaling pathway; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP395: IL-4 signaling pathway; WP4172: PI3K-Akt signaling pathway; WP453: Inflammatory response pathway; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4559: Interactions between immune cells and microRNAs in tumor microenvironment; WP4630: Measles virus infection; WP49: IL-2 signaling pathway; WP5063: FOXP3 in COVID-19; WP5174: Ulcerative colitis signaling; WP5198: Inflammatory bowel disease signaling; WP5434: Pathways in cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
260,HMDB0000131,PTPN4,Galactose metabolism; Glycerolipid metabolism,,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
261,HMDB0000131,RARA,Galactose metabolism; Glycerolipid metabolism,WP170: Nuclear receptors; WP236: Adipogenesis; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP4149: White fat cell differentiation; WP4342: Vitamins A and D - action mechanisms; WP5053: Development of ureteric collection system; WP5130: Th17 cell differentiation pathway; WP5236: Markers of kidney cell lineage; WP5293: Acute myeloid leukemia; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
262,HMDB0000131,TRBC1,Galactose metabolism; Glycerolipid metabolism,WP5078: T cell modulation in pancreatic cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
263,HMDB0000131,FCGR1A,Galactose metabolism; Glycerolipid metabolism,WP3937: Microglia pathogen phagocytosis pathway; WP5293: Acute myeloid leukemia,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
264,HMDB0000131,GRIA2,Galactose metabolism; Glycerolipid metabolism,WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2636: Common pathways underlying drug addiction; WP4549: Fragile X syndrome; WP4760: PKC-gamma calcium signaling pathway in ataxia; WP5083: Neuroinflammation and glutamatergic signaling; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
265,HMDB0000131,TNFRSF9,Galactose metabolism; Glycerolipid metabolism,WP5078: T cell modulation in pancreatic cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
266,HMDB0000131,FCGR2C,Galactose metabolism; Glycerolipid metabolism,WP5346: 8p23.1 copy number variation syndrome,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
267,HMDB0000131,TFRC,Galactose metabolism; Glycerolipid metabolism,WP2007: Iron metabolism in placenta; WP4313: Ferroptosis; WP4906: 3q29 copy number variation syndrome; WP5172: Iron metabolism disorders,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
268,HMDB0000131,EPHA4,Galactose metabolism; Glycerolipid metabolism,WP2431: Spinal cord injury; WP2854: Gene regulatory network modeling somitogenesis ; WP4549: Fragile X syndrome; WP4785: Somitogenesis in the context of spondylocostal dysostosis,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
269,HMDB0000131,CXCR4,Galactose metabolism; Glycerolipid metabolism,"WP24: Peptide GPCRs; WP2406: Cardiac progenitor differentiation; WP2849: Hematopoietic stem cell differentiation; WP3678: Amplification and expansion of oncogenic pathways as metastatic traits; WP3929: Chemokine signaling pathway; WP4298: Acute viral myocarditis; WP4331: Neovascularization processes; WP4494: Selective expression of chemokine receptors during T-cell polarization; WP455: GPCRs, class A rhodopsin-like; WP4823: Genes controlling nephrogenesis; WP5055: Burn wound healing; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2; WP5224: 2q37 copy number variation syndrome; WP5284: Cell interactions of the pancreatic cancer microenvironment; WP5362: TAR syndrome; WP5380: 5q35 copy number variation; WP5422: IL-19 signaling pathway; WP5434: Pathways in cancer",Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
270,HMDB0000131,RACK1,Galactose metabolism; Glycerolipid metabolism,WP138: Androgen receptor signaling pathway; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP3888: VEGFA-VEGFR2 signaling; WP4630: Measles virus infection; WP5036: Angiotensin II receptor type 1 pathway; WP5300: TROP2 regulatory signaling; WP585: Interferon type I signaling pathways,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
271,HMDB0000131,RORA,Galactose metabolism; Glycerolipid metabolism,WP170: Nuclear receptors; WP236: Adipogenesis; WP3594: Circadian rhythm genes; WP3893: Development and heterogeneity of the ILC family; WP4149: White fat cell differentiation; WP5130: Th17 cell differentiation pathway; WP5198: Inflammatory bowel disease signaling; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
272,HMDB0000131,LRP6,Galactose metabolism; Glycerolipid metabolism,WP1544: MicroRNAs in cardiomyocyte hypertrophy; WP2059: Alzheimer's disease and miRNA effects; WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP363: Wnt signaling pathway; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP3931: Embryonic stem cell pluripotency pathways; WP399: Wnt signaling pathway and pluripotency; WP4150: Wnt signaling in kidney disease; WP4239: Epithelial to mesenchymal transition in colorectal cancer; WP4258: lncRNA in canonical Wnt signaling and colorectal cancer; WP4262: Breast cancer pathway; WP428: Wnt signaling; WP4336: ncRNAs involved in Wnt signaling in hepatocellular carcinoma; WP4786: Type I collagen synthesis in the context of osteogenesis imperfecta; WP4787: Osteoblast differentiation and related diseases; WP5087: Pleural mesothelioma; WP5124: Alzheimer's disease; WP5434: Pathways in cancer; WP5442: Wnt/Beta-catenin signaling inhibitors in current and past clinical trials,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
273,HMDB0000131,PGR,Galactose metabolism; Glycerolipid metabolism,WP170: Nuclear receptors; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP34: Ovarian infertility; WP4262: Breast cancer pathway; WP4352: Ciliary landscape; WP4536: Genes related to primary cilium development (based on CRISPR); WP4656: Joubert syndrome; WP4803: Ciliopathies; WP5316: Primary ovarian insufficiency; WP5399: NPHP1 deletion syndrome,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
274,HMDB0000131,FGFR1,Galactose metabolism; Glycerolipid metabolism,WP2064: Neural crest differentiation; WP2261: Glioblastoma signaling pathways; WP2857: Mesodermal commitment pathway; WP382: MAPK signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3995: Prion disease pathway; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4223: Ras signaling; WP4262: Breast cancer pathway; WP4321: Thermogenesis; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4674: Head and neck squamous cell carcinoma; WP474: Endochondral ossification; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4808: Endochondral ossification with skeletal dysplasias; WP5055: Burn wound healing; WP5074: Kallmann syndrome; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5312: Metabolic pathways of fibroblasts; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5373: Osteoarthritic chondrocyte hypertrophy; WP5434: Pathways in cancer,Glycerol,"Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Sweat,Urine"
