met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid,ID
thymd[l],Thymidine,2,C00214,HMDB00273,FALSE,[l],thymd,thymd.l.,HMDB0000273
Ntmelys[r],"Protein N6,N6,N6-trimethyl-L-lysine",2,C05546,,FALSE,[r],Ntmelys,Ntmelys.r.,
o2s[n],superoxide,2,C00704,HMDB02168,FALSE,[n],o2s,o2s.n.,HMDB0002168
o2s[x],superoxide,2,C00704,HMDB02168,FALSE,[x],o2s,o2s.x.,HMDB0002168
omeprazole[c],omeprazole,2,C07324,HMDB01913,FALSE,[c],omeprazole,omeprazole.c.,HMDB0001913
orot5p[c],Orotidine 5'-phosphate,2,C01103,HMDB00218,FALSE,[c],orot5p,orot5p.c.,HMDB0000218
onpthl[c],naphthalene epoxide,2,,HMDB06215,FALSE,[c],onpthl,onpthl.c.,HMDB0006215
prgnlone[m],pregnenolone,2,C01953,HMDB00253,FALSE,[m],prgnlone,prgnlone.m.,HMDB0000253
xoltriol[m],"5beta-cholestane-3alpha,7alpha,12alpha-triol",2,C05454,HMDB01457,FALSE,[m],xoltriol,xoltriol.m.,HMDB0001457
thcholst[m],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",2,C01301,HMDB03533,FALSE,[m],thcholst,thcholst.m.,HMDB0003533
taxol[c],paclitaxel,2,C07394,,FALSE,[c],taxol,taxol.c.,
tolbutamide[c],tolbutamide,2,C07148,,FALSE,[c],tolbutamide,tolbutamide.c.,
perillyl[c],perillyl alcohol,2,C02452,HMDB03634,FALSE,[c],perillyl,perillyl.c.,HMDB0003634
xol24oh[r],(24S)-24-hydroxycholesterol,2,C13550,HMDB01419,FALSE,[r],xol24oh,xol24oh.r.,HMDB0001419
xoltri24[r],"(24S)-7alpha,24-dihydroxycholesterol",2,C15518,,FALSE,[r],xoltri24,xoltri24.r.,
leuktrB4woh[r],w-hydroxyl leukotriene B4,2,C04853,HMDB01509,FALSE,[r],leuktrB4woh,leuktrB4woh.r.,HMDB0001509
xoltri25[r],"7alpha,25-dihydroxycholesterol",2,C15520,HMDB06280,FALSE,[r],xoltri25,xoltri25.r.,HMDB0006280
xoltri27[r],"7alpha,26-dihydroxycholesterol",2,C06341,HMDB06281,FALSE,[r],xoltri27,xoltri27.r.,HMDB0006281
20ahchsterol[m],20-hydroxycholesterol,2,C05500,HMDB06283,FALSE,[m],20ahchsterol,X20ahchsterol.m.,HMDB0006283
phaccoa[c],phenylacetyl-CoA(4-),2,C00582,HMDB06503,FALSE,[c],phaccoa,phaccoa.c.,HMDB0006503
pchol_hs[g],Phosphatidylcholine,2,,,FALSE,[g],pchol_hs,pchol_hs.g.,
pcollglys[c],Procollagen L-lysine,2,C03020,,FALSE,[c],pcollglys,pcollglys.c.,
pe_hs[g],phosphatidylethanolamine,2,,,FALSE,[g],pe_hs,pe_hs.g.,
peamn[c],2-phenylethanaminium,2,C05332,HMDB12275,FALSE,[c],peamn,peamn.c.,HMDB0012275
3php[c],3-phosphonatooxypyruvate(3-),2,C03232,HMDB01024,FALSE,[c],3php,X3php.c.,HMDB0001024
pgp_hs[c],phosphatidyl glycerol phosphate,2,,,FALSE,[c],pgp_hs,pgp_hs.c.,
pheacgln[c],(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate,2,C04148,HMDB06344,FALSE,[c],pheacgln,pheacgln.c.,HMDB0006344
phpyr[c],keto-phenylpyruvate,2,C00166,HMDB00205,FALSE,[c],phpyr,phpyr.c.,HMDB0000205
phyQ[c],phylloquinone,2,C02059,HMDB03555,FALSE,[c],phyQ,phyQ.c.,HMDB0003555
pail3p_hs[r],1-phosphatidyl-1D-myo-inositol 3-phosphate(3-),2,,,FALSE,[r],pail3p_hs,pail3p_hs.r.,
tmlys[r],"N6,N6,N6-Trimethyl-L-lysine",2,C03793,HMDB01325,FALSE,[r],tmlys,tmlys.r.,HMDB0001325
ppmi12346p[c],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229,FALSE,[c],ppmi12346p,ppmi12346p.c.,HMDB0006229
ppmi12346p[n],5-Diphosphoinositol pentakisphosphate,2,C11526,HMDB06229,FALSE,[n],ppmi12346p,ppmi12346p.n.,HMDB0006229
ppmi1346p[c],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502,FALSE,[c],ppmi1346p,ppmi1346p.c.,HMDB0003502
ppmi1346p[n],Diphosphoinositol tetrakisphosphate,2,C01204,HMDB03502,FALSE,[n],ppmi1346p,ppmi1346p.n.,HMDB0003502
rnam[c],N-Ribosylnicotinamide,2,C03150,HMDB00855,FALSE,[c],rnam,rnam.c.,HMDB0000855
cysam[c],cysteaminium,2,C01678,HMDB02991,FALSE,[c],cysam,cysam.c.,HMDB0002991
pppg9[m],Protoporphyrinogen IX,2,C01079,HMDB01097,FALSE,[m],pppg9,pppg9.m.,HMDB0001097
pppi[n],triphosphate(5-),2,C00536,HMDB03379,FALSE,[n],pppi,pppi.n.,HMDB0003379
fpram[c],2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,2,C04640,HMDB00999,FALSE,[c],fpram,fpram.c.,HMDB0000999
prgnlones[c],pregnenolone sulfate,2,C18044,HMDB00774,FALSE,[c],prgnlones,prgnlones.c.,HMDB0000774
3hpcoa[m],3-hydroxypropanoyl-CoA(4-),2,C05668,HMDB06807,FALSE,[m],3hpcoa,X3hpcoa.m.,HMDB0006807
ps_hs[r],phosphatidylserine,2,,,FALSE,[r],ps_hs,ps_hs.r.,
ps_hs[g],phosphatidylserine,2,,,FALSE,[g],ps_hs,ps_hs.g.,
ps_hs[m],phosphatidylserine,2,,,FALSE,[m],ps_hs,ps_hs.m.,
pser_L[c],O-Phospho-L-serine,2,C01005,HMDB00272,FALSE,[c],pser_L,pser_L.c.,HMDB0000272
ptdcacrn[c],pendtadenoyl carnitine,2,,,FALSE,[c],ptdcacrn,ptdcacrn.c.,
ptdcacrn[m],pendtadenoyl carnitine,2,,,FALSE,[m],ptdcacrn,ptdcacrn.m.,
hdca[x],Hexadecanoate (n-C16:0),2,C00249,HMDB00220,FALSE,[x],hdca,hdca.x.,HMDB0000220
phyt[x],phytanate,2,C01607,HMDB00801,FALSE,[x],phyt,phyt.x.,HMDB0000801
6pthp[n],"6-pyruvoyl-5,6,7,8-tetrahydropterin",2,C03684,HMDB01195,FALSE,[n],6pthp,X6pthp.n.,HMDB0001195
rbt[c],D-ribitol,2,C00474,HMDB00508,FALSE,[c],rbt,rbt.c.,HMDB0000508
retinol_cis_13[c],13-cis-retinol,2,C19962,HMDB06221,FALSE,[c],retinol_cis_13,retinol_cis_13.c.,HMDB0006221
retnglc[c],retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[c],retnglc,retnglc.c.,HMDB0003141
13_cis_retnglc[r],13-cis-retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[r],13_cis_retnglc,X13_cis_retnglc.r.,HMDB0003141
retnglc[r],retinoyl glucuronide,2,C11061,HMDB03141,FALSE,[r],retnglc,retnglc.r.,HMDB0003141
Rtotal2crn[c],R total 2 carnitine,2,,,FALSE,[c],Rtotal2crn,Rtotal2crn.c.,
Rtotal2crn[m],R total 2 carnitine,2,,,FALSE,[m],Rtotal2crn,Rtotal2crn.m.,
Rtotal3crn[c],R total 3 carnitine,2,,,FALSE,[c],Rtotal3crn,Rtotal3crn.c.,
Rtotal3crn[m],R total 3 carnitine,2,,,FALSE,[m],Rtotal3crn,Rtotal3crn.m.,
Rtotalcrn[c],R total carnitine,2,,,FALSE,[c],Rtotalcrn,Rtotalcrn.c.,
Rtotalcrn[m],R total carnitine,2,,,FALSE,[m],Rtotalcrn,Rtotalcrn.m.,
s2l2fn2m2masn[g],PA6,2,,,FALSE,[g],s2l2fn2m2masn,s2l2fn2m2masn.g.,
cs_d_pre5[g],"chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5",2,,,FALSE,[g],cs_d_pre5,cs_d_pre5.g.,
cs_b_pre5[g],"chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5",2,,,FALSE,[g],cs_b_pre5,cs_b_pre5.g.,
hs_pre12[g],GlcN2S-IdoA-GlcN2S-GlcA2S-GlcN2S-IdoA2S-GlcN2S-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein),2,,,FALSE,[g],hs_pre12,hs_pre12.g.,
hs_pre13[g],"GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)",2,,,FALSE,[g],hs_pre13,hs_pre13.g.,
hs_pre14[g],"heparan sulfate, precursor 14",2,,,FALSE,[g],hs_pre14,hs_pre14.g.,
hs_pre15[g],"heparan sulfate, precursor 15",2,,,FALSE,[g],hs_pre15,hs_pre15.g.,
hs_deg11[l],"heparan sulfate, degradation product 11",2,,,FALSE,[l],hs_deg11,hs_deg11.l.,
cs_e_pre5a[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a",2,,,FALSE,[g],cs_e_pre5a,cs_e_pre5a.g.,
cs_e_pre5b[g],"chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b",2,,,FALSE,[g],cs_e_pre5b,cs_e_pre5b.g.,
cs_e_deg1[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1",2,,,FALSE,[l],cs_e_deg1,cs_e_deg1.l.,
cs_e_deg5[l],"chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5",2,,,FALSE,[l],cs_e_deg5,cs_e_deg5.l.,
ksi_deg4[l],"keratan sulfate I, degradation product 4",2,,,FALSE,[l],ksi_deg4,ksi_deg4.l.,
ksii_core2_deg1[l],"keratan sulfate II (core 2-linked), degradation product 1",2,,,FALSE,[l],ksii_core2_deg1,ksii_core2_deg1.l.,
ksii_core4_deg1[l],"keratan sulfate II (core 4-linked), degradation product 1",2,,,FALSE,[l],ksii_core4_deg1,ksii_core4_deg1.l.,
sarcs[x],Sarcosine,2,C00213,HMDB00271,FALSE,[x],sarcs,sarcs.x.,HMDB0000271
sphgn[r],sphinganine(1+),2,C00836,HMDB00269,FALSE,[r],sphgn,sphgn.r.,HMDB0000269
sphings[r],sphingosine(1+),2,C00319,HMDB00252,FALSE,[r],sphings,sphings.r.,HMDB0000252
seahcys[c],Se-Adenosylselenohomocysteine,2,C05692,HMDB11117,FALSE,[c],seahcys,seahcys.c.,HMDB0011117
selhcys[c],Selenohomocysteine,2,C05698,HMDB04119,FALSE,[c],selhcys,selhcys.c.,HMDB0004119
seasmet[c],Se-Adenosylselenomethionine,2,C05691,HMDB11118,FALSE,[c],seasmet,seasmet.c.,HMDB0011118
sel[c],selenate,2,C05697,,FALSE,[c],sel,sel.c.,
selcyst[c],Selenocystathionine,2,C05699,HMDB06343,FALSE,[c],selcyst,selcyst.c.,HMDB0006343
selmeth[c],selenomethionine,2,C05335,HMDB03966,FALSE,[c],selmeth,selmeth.c.,HMDB0003966
ser_D[c],D-serine,2,C00740,HMDB03406,FALSE,[c],ser_D,ser_D.c.,HMDB0003406
ser_L[x],L-serine,2,C00065,HMDB00187,FALSE,[x],ser_L,ser_L.x.,HMDB0000187
sgalside_hs[c],sulfatide galactocerebroside,2,,,FALSE,[c],sgalside_hs,sgalside_hs.c.,
sl_L[c],(S)-3-sulfonatolactate(2-),2,C11499,,FALSE,[c],sl_L,sl_L.c.,
sphmyln_hs[g],sphingomyelin betaine,2,,,FALSE,[g],sphmyln_hs,sphmyln_hs.g.,
sphmyln_hs[l],sphingomyelin betaine,2,,,FALSE,[l],sphmyln_hs,sphmyln_hs.l.,
xolest_hs[r],cholesterol ester,2,,,FALSE,[r],xolest_hs,xolest_hs.r.,
gt1alpha_hs[g],GT1aalpha,2,,,FALSE,[g],gt1alpha_hs,gt1alpha_hs.g.,
strdnccrn[c],stearidonyl carnitine,2,,HMDB06463,FALSE,[c],strdnccrn,strdnccrn.c.,HMDB0006463
strdnccrn[m],stearidonyl carnitine,2,,HMDB06463,FALSE,[m],strdnccrn,strdnccrn.m.,HMDB0006463
dtdp4d6dg[c],dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),2,C11907,HMDB01399,FALSE,[c],dtdp4d6dg,dtdp4d6dg.c.,HMDB0001399
dtdp4d6dm[c],dTDP-4-dehydro-6-deoxy-L-mannose(2-),2,C11907,HMDB01399,FALSE,[c],dtdp4d6dm,dtdp4d6dm.c.,HMDB0001399
thmmp[m],Thiamin monophosphate,2,C01081,HMDB02666,FALSE,[m],thmmp,thmmp.m.,HMDB0002666
tetpent3crn[c],tetracosapentaenoyl carnitine,2,,,FALSE,[c],tetpent3crn,tetpent3crn.c.,
tetpent3crn[m],tetracosapentaenoyl carnitine,2,,,FALSE,[m],tetpent3crn,tetpent3crn.m.,
tetpent6crn[c],tetracosapentaenoyl carnitine,2,,,FALSE,[c],tetpent6crn,tetpent6crn.c.,
tetpent6crn[m],tetracosapentaenoyl carnitine,2,,,FALSE,[m],tetpent6crn,tetpent6crn.m.,
tettet6crn[c],Tetracosatetraenoyl carnitine,2,,,FALSE,[c],tettet6crn,tettet6crn.c.,
tettet6crn[m],Tetracosatetraenoyl carnitine,2,,,FALSE,[m],tettet6crn,tettet6crn.m.,
thp2c[c],1-piperideine-6-carboxylate,2,,HMDB12130,FALSE,[c],thp2c,thp2c.c.,HMDB0012130
tmlys[c],"N6,N6,N6-Trimethyl-L-lysine",2,C03793,HMDB01325,FALSE,[c],tmlys,tmlys.c.,HMDB0001325
tmndnccrn[c],Timnodonyl carnitine,2,,,FALSE,[c],tmndnccrn,tmndnccrn.c.,
tmndnccrn[m],Timnodonyl carnitine,2,,,FALSE,[m],tmndnccrn,tmndnccrn.m.,
triodthysuf[c],Triiodothyronine sulfate,2,,HMDB03036,FALSE,[c],triodthysuf,triodthysuf.c.,HMDB0003036
tststeroneglc[c],testosterone 3-glucosiduronic acid,2,C11134,HMDB03193,FALSE,[c],tststeroneglc,tststeroneglc.c.,HMDB0003193
tststeroneglc[r],testosterone 3-glucosiduronic acid,2,C11134,HMDB03193,FALSE,[r],tststeroneglc,tststeroneglc.r.,HMDB0003193
tststerones[c],testosterone sulfate,2,,HMDB02833,FALSE,[c],tststerones,tststerones.c.,HMDB0002833
ttdcrn[c],tetradecanoyl carnitine,2,,HMDB05066,FALSE,[c],ttdcrn,ttdcrn.c.,HMDB0005066
ttdcrn[m],tetradecanoyl carnitine,2,,HMDB05066,FALSE,[m],ttdcrn,ttdcrn.m.,HMDB0005066
txa2[c],thromboxane A2(1-),2,C02198,HMDB01452,FALSE,[c],txa2,txa2.c.,HMDB0001452
tymsf[c],Tyramine O-sulfate,2,,HMDB06409,FALSE,[c],tymsf,tymsf.c.,HMDB0006409
udpxyl[g],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018,FALSE,[g],udpxyl,udpxyl.g.,HMDB0001018
udpxyl[c],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018,FALSE,[c],udpxyl,udpxyl.c.,HMDB0001018
udpxyl[r],UDP-alpha-D-xylose(2-),2,C00190,HMDB01018,FALSE,[r],udpxyl,udpxyl.r.,HMDB0001018
vacccrn[c],Vaccenyl carnitine,2,,HMDB06351,FALSE,[c],vacccrn,vacccrn.c.,HMDB0006351
vacccrn[m],Vaccenyl carnitine,2,,HMDB06351,FALSE,[m],vacccrn,vacccrn.m.,HMDB0006351
vitd2[m],vitamin D2,2,C05441,HMDB00900,FALSE,[m],vitd2,vitd2.m.,HMDB0000900
vitd2[c],vitamin D2,2,C05441,HMDB00900,FALSE,[c],vitd2,vitd2.c.,HMDB0000900
dhcholestanate[r],"3alpha,7alpha-Dihydroxy-5beta-cholestanate",2,C04554,HMDB00359,FALSE,[r],dhcholestanate,dhcholestanate.r.,HMDB0000359
xoltri24[c],"(24S)-7alpha,24-dihydroxycholesterol",2,C15518,,FALSE,[c],xoltri24,xoltri24.c.,
xoltri25[c],"7alpha,25-dihydroxycholesterol",2,C15520,HMDB06280,FALSE,[c],xoltri25,xoltri25.c.,HMDB0006280
xoltriol[r],"5beta-cholestane-3alpha,7alpha,12alpha-triol",2,C05454,HMDB01457,FALSE,[r],xoltriol,xoltriol.r.,HMDB0001457
xser[r],Xyl-L-Ser (protein),2,C03424,,FALSE,[r],xser,xser.r.,
xyl_D[c],aldehydo-D-xylose,2,,,FALSE,[c],xyl_D,xyl_D.c.,
4abutn[e],4-Aminobutanal,2,C00555,HMDB01080,FALSE,[e],4abutn,X4abutn.e.,HMDB0001080
acmana[e],N-acetyl-D-mannosamine,2,C00645,HMDB01129,FALSE,[e],acmana,acmana.e.,HMDB0001129
ahdt[e],"7,8-dihydroneopterin 3'-triphosphate(4-)",2,C04895,HMDB00980,FALSE,[e],ahdt,ahdt.e.,HMDB0000980
ctp[e],CTP,2,C00063,HMDB00082,FALSE,[e],ctp,ctp.e.,HMDB0000082
dgmp[e],dGMP,2,C00362,HMDB01044,FALSE,[e],dgmp,dgmp.e.,HMDB0001044
dha[e],glycerone,2,C00184,HMDB01882,FALSE,[e],dha,dha.e.,HMDB0001882
dhap[e],Dihydroxyacetone phosphate,2,C00111,HMDB01473,FALSE,[e],dhap,dhap.e.,HMDB0001473
dtmp[e],dTMP,2,C00364,HMDB01227,FALSE,[e],dtmp,dtmp.e.,HMDB0001227
fald[e],formaldehyde,2,C00067,HMDB01426,FALSE,[e],fald,fald.e.,HMDB0001426
g1p[e],D-Glucose 1-phosphate,2,C00103,HMDB01586,FALSE,[e],g1p,g1p.e.,HMDB0001586
HC00229[e],Isomaltose,2,C00252,HMDB02923,FALSE,[e],HC00229,HC00229.e.,HMDB0002923
HC00250[e],hydrosulfide,2,C00283,HMDB03276,FALSE,[e],HC00250,HC00250.e.,HMDB0003276
HC01104[e],4-nitrophenyl phosphate(2-),2,C03360,,FALSE,[e],HC01104,HC01104.e.,
HC01361[e],Dihydroneopterin,2,C04874,HMDB02275,FALSE,[e],HC01361,HC01361.e.,HMDB0002275
HC01440[e],3-Keto-beta-D-galactose,2,C05394,HMDB01385,FALSE,[e],HC01440,HC01440.e.,HMDB0001385
HC01441[e],Lactose-6P,2,,,FALSE,[e],HC01441,HC01441.e.,
HC01444[e],Galactosylglycerol,2,C05401,HMDB06790,FALSE,[e],HC01444,HC01444.e.,HMDB0006790
HC01446[e],3-Ketolactose,2,,,FALSE,[e],HC01446,HC01446.e.,
HC01577[e],gamma-Glutamyl-beta-cyanoalanine,2,,,FALSE,[e],HC01577,HC01577.e.,
HC01609[e],UroporphyrinogenI,2,C05766,HMDB02211,FALSE,[e],HC01609,HC01609.e.,HMDB0002211
HC01610[e],CoproporphyrinogenI,2,C05768,HMDB02158,FALSE,[e],HC01610,HC01610.e.,HMDB0002158
HC01700[e],gamma-Glutamyl-3-aminopropiononitrile,2,,,FALSE,[e],HC01700,HC01700.e.,
HC02160[e],GM2-pool,2,,,FALSE,[e],HC02160,HC02160.e.,
HC02161[e],GM1-pool,2,,,FALSE,[e],HC02161,HC02161.e.,
itp[e],ITP(3-),2,C00081,HMDB00189,FALSE,[e],itp,itp.e.,HMDB0000189
prpp[e],5-Phospho-alpha-D-ribose 1-diphosphate,2,C00119,HMDB00280,FALSE,[e],prpp,prpp.e.,HMDB0000280
pydx5p[e],Pyridoxal 5'-phosphate,2,C00018,HMDB01491,FALSE,[e],pydx5p,pydx5p.e.,HMDB0001491
udpg[e],UDPglucose,2,C00029,HMDB00286,FALSE,[e],udpg,udpg.e.,HMDB0000286
HC00822[l],Chitobiose,2,C01674,,FALSE,[l],HC00822,HC00822.l.,
dpcoa[m],Dephospho-CoA,2,C00882,HMDB01373,FALSE,[m],dpcoa,dpcoa.m.,HMDB0001373
HC01672[c],Acetyl adenylate,2,C05993,HMDB06880,FALSE,[c],HC01672,HC01672.c.,HMDB0006880
HC01434[c],oxalatosuccinate(3-),2,C05379,HMDB03974,FALSE,[c],HC01434,HC01434.c.,HMDB0003974
HC01434[x],oxalatosuccinate(3-),2,C05379,HMDB03974,FALSE,[x],HC01434,HC01434.x.,HMDB0003974
HC00591[c],2-oxoglutaramate,2,C00940,HMDB01552,FALSE,[c],HC00591,HC00591.c.,HMDB0001552
HC00591[m],2-oxoglutaramate,2,C00940,HMDB01552,FALSE,[m],HC00591,HC00591.m.,HMDB0001552
uacgam[r],UDP-N-acetyl-alpha-D-glucosamine(2-),2,C00043,HMDB00290,FALSE,[r],uacgam,uacgam.r.,HMDB0000290
acmana[r],N-acetyl-D-mannosamine,2,C00645,HMDB01129,FALSE,[r],acmana,acmana.r.,HMDB0001129
HC01651[c],Formamidopyrimidine nucleoside triphosphate,2,,,FALSE,[c],HC01651,HC01651.c.,
HC01651[n],Formamidopyrimidine nucleoside triphosphate,2,,,FALSE,[n],HC01651,HC01651.n.,
HC01435[m],3-Carboxy-1-hydroxypropyl-ThPP,2,C05381,HMDB06744,FALSE,[m],HC01435,HC01435.m.,HMDB0006744
HC01118[r],presqualene diphosphate(3-),2,,,FALSE,[r],HC01118,HC01118.r.,
HC01496[m],2-Amino-3-oxoadipate,2,C05520,,FALSE,[m],HC01496,HC01496.m.,
HC01668[c],Propinol adenylate,2,,,FALSE,[c],HC01668,HC01668.c.,
HC01668[m],Propinol adenylate,2,,,FALSE,[m],HC01668,HC01668.m.,
HC01111[c],Galactose-1P,2,C00446,HMDB00645,FALSE,[c],HC01111,HC01111.c.,HMDB0000645
glyald[m],D-Glyceraldehyde,2,C02154,HMDB01051,FALSE,[m],glyald,glyald.m.,HMDB0001051
r5p[r],alpha-D-Ribose 5-phosphate,2,C03736,HMDB00618,FALSE,[r],r5p,r5p.r.,HMDB0000618
HC01408[m],3-Oxohexanoyl-CoA,2,C05269,HMDB03943,FALSE,[m],HC01408,HC01408.m.,HMDB0003943
arachd[x],arachidonate,2,C00219,HMDB01043,FALSE,[x],arachd,arachd.x.,HMDB0001043
thym[m],Thymine,2,C00178,HMDB00262,FALSE,[m],thym,thym.m.,HMDB0000262
56dthm[m],"5,6-dihydrothymine",2,C00906,HMDB00079,FALSE,[m],56dthm,X56dthm.m.,HMDB0000079
glyc_R[m],D-glycerate,2,C00258,HMDB00139,FALSE,[m],glyc_R,glyc_R.m.,HMDB0000139
3pg[m],3-Phospho-D-glycerate,2,C00597,HMDB00807,FALSE,[m],3pg,X3pg.m.,HMDB0000807
3hpp[m],3-hydroxypropionate,2,C01013,HMDB00700,FALSE,[m],3hpp,X3hpp.m.,HMDB0000700
HC00682[m],S-Acetyldihydrolipoamide,2,C01136,HMDB01526,FALSE,[m],HC00682,HC00682.m.,HMDB0001526
HC01377[m],S-(3-Methylbutanoyl)-dihydrolipoamide,2,C05119,HMDB06867,FALSE,[m],HC01377,HC01377.m.,HMDB0006867
HC01115[c],NeuNGc,2,C03410,,FALSE,[c],HC01115,HC01115.c.,
HC01254[c],"6-Lactoyl-5,6,7,8-tetrahydropterin",2,C04244,HMDB02065,FALSE,[c],HC01254,HC01254.c.,HMDB0002065
HC10859[r],Malonyl-Carnitin,2,,,FALSE,[r],HC10859,HC10859.r.,
HC10859[m],Malonyl-Carnitin,2,,,FALSE,[m],HC10859,HC10859.m.,
HC10859[x],Malonyl-Carnitin,2,,,FALSE,[x],HC10859,HC10859.x.,
pmtcrn[r],L-palmitoylcarnitine,2,C02990,HMDB00222,FALSE,[r],pmtcrn,pmtcrn.r.,HMDB0000222
pmtcrn[x],L-palmitoylcarnitine,2,C02990,HMDB00222,FALSE,[x],pmtcrn,pmtcrn.x.,HMDB0000222
HC10855[r],linoleic-Carnitine,2,,,FALSE,[r],HC10855,HC10855.r.,
HC10855[x],linoleic-Carnitine,2,,,FALSE,[x],HC10855,HC10855.x.,
arachdcrn[r],C20:4 carnitine,2,,,FALSE,[r],arachdcrn,arachdcrn.r.,
arachdcrn[x],C20:4 carnitine,2,,,FALSE,[x],arachdcrn,arachdcrn.x.,
HC10854[r],palmitoleoyl-Carnitine,2,,,FALSE,[r],HC10854,HC10854.r.,
HC10854[m],palmitoleoyl-Carnitine,2,,,FALSE,[m],HC10854,HC10854.m.,
HC01712[m],S-Glutaryldihydrolipoamide,2,C06157,HMDB06832,FALSE,[m],HC01712,HC01712.m.,HMDB0006832
4abutn[m],4-Aminobutanal,2,C00555,HMDB01080,FALSE,[m],4abutn,X4abutn.m.,HMDB0001080
HC00576[c],Homocarnosine,2,,,FALSE,[c],HC00576,HC00576.c.,
HC00718[c],N-methylethanolaminium phosphate(1-),2,C01210,,FALSE,[c],HC00718,HC00718.c.,
fol[m],Folate,2,C00504,HMDB00121,FALSE,[m],fol,fol.m.,HMDB0000121
5fthf[m],5-formyltetrahydrofolate(2-),2,C03479,HMDB01562,FALSE,[m],5fthf,X5fthf.m.,HMDB0001562
hxdcal[c],hexadecanal,2,C00517,HMDB01551,FALSE,[c],hxdcal,hxdcal.c.,HMDB0001551
pacald[m],phenylacetaldehyde,2,C00601,HMDB06236,FALSE,[m],pacald,pacald.m.,HMDB0006236
pac[m],phenylacetate,2,C07086,HMDB00209,FALSE,[m],pac,pac.m.,HMDB0000209
betald[c],betaine aldehyde,2,C00576,HMDB01252,FALSE,[c],betald,betald.c.,HMDB0001252
HC01522[c],Gentisate aldehyde,2,C05585,HMDB04062,FALSE,[c],HC01522,HC01522.c.,HMDB0004062
HC00460[c],"2,5-dihydroxybenzoate",2,C00628,HMDB00152,FALSE,[c],HC00460,HC00460.c.,HMDB0000152
HC00900[m],Methylmalonate,2,C02170,HMDB00202,FALSE,[m],HC00900,HC00900.m.,HMDB0000202
cholcoa[r],choloyl-CoA(4-),2,C01794,HMDB01374,FALSE,[r],cholcoa,cholcoa.r.,HMDB0001374
ptth[m],pantetheine,2,C00831,HMDB03426,FALSE,[m],ptth,ptth.m.,HMDB0003426
HC01501[c],hydroxidodioxidosulfidosulfate(1-),2,C05529,,FALSE,[c],HC01501,HC01501.c.,
HC01376[m],S-(2-Methylbutanoyl)-dihydrolipoamide,2,C05118,HMDB06869,FALSE,[m],HC01376,HC01376.m.,HMDB0006869
HC00664[c],D-tagatofuranose 6-phosphate(2-),2,C01097,HMDB06873,FALSE,[c],HC00664,HC00664.c.,HMDB0006873
HC01180[c],"D-tagatofuranose 1,6-bisphosphate(4-)",2,C03785,HMDB06872,FALSE,[c],HC01180,HC01180.c.,HMDB0006872
4ppcys[m],N-((R)-4-Phosphopantothenoyl)-L-cysteine,2,C04352,HMDB01117,FALSE,[m],4ppcys,X4ppcys.m.,HMDB0001117
1p3h5c[c],L-1-Pyrroline-3-hydroxy-5-carboxylate,2,C04281,HMDB01369,FALSE,[c],1p3h5c,X1p3h5c.c.,HMDB0001369
thcholst[c],"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",2,C01301,HMDB03533,FALSE,[c],thcholst,thcholst.c.,HMDB0003533
dhcholoylcoa[c],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",2,C05447,HMDB06895,FALSE,[c],dhcholoylcoa,dhcholoylcoa.c.,HMDB0006895
3odcoa[m],3-Oxodecanoyl-CoA,2,C05265,HMDB03939,FALSE,[m],3odcoa,X3odcoa.m.,HMDB0003939
HC01007[m],L-Octanoylcarnitine,2,C02838,HMDB00791,FALSE,[m],HC01007,HC01007.m.,HMDB0000791
HC01007[x],L-Octanoylcarnitine,2,C02838,HMDB00791,FALSE,[x],HC01007,HC01007.x.,HMDB0000791
3otdcoa[m],3-Oxotetradecanoyl-CoA,2,C05261,HMDB03935,FALSE,[m],3otdcoa,X3otdcoa.m.,HMDB0003935
2mop[c],2-methyl-3-oxopropanoate,2,C00349,HMDB01172,FALSE,[c],2mop,X2mop.c.,HMDB0001172
